"","x1","x2","x3","x4","y"
"1678",-1,-1,-1,1,-0.706451986573297
"1679",-1,1,1,-1,-2.2576412475496
"1680",-1,-1,1,-1,2.24263557518603
"1681",-1,-1,1,1,2.44854977568053
"1682",1,-1,1,1,0.368476606540516
"1683",1,-1,-1,1,-2.9333285001461
"1684",-1,-1,-1,-1,0.297750440433201
"1685",1,1,1,-1,0.374715408642269
"1686",-1,-1,-1,1,-0.0933667873184824
"1687",1,1,1,-1,2.08816093894672
"1688",1,-1,1,1,-1.13804017351544
"1689",1,1,1,-1,2.60714662251517
"1690",-1,-1,1,-1,0.884041550339375
"1691",-1,-1,1,1,0.162359756605698
"1692",1,1,-1,1,1.2446433604961
"1693",-1,1,-1,-1,-1.29695796811299
"1694",-1,1,-1,1,-3.7986624236694
"1695",1,-1,-1,1,-1.85443701296901
"1696",1,1,1,1,1.98329255470623
"1697",1,-1,-1,1,-0.720707204243539
"1698",1,-1,1,1,-0.414687142162404
"1699",-1,1,1,-1,-0.875750141987317
"1700",-1,1,1,-1,0.361062721119018
"1701",1,1,1,-1,2.67029453346341
"1702",-1,1,-1,-1,-1.39896869291786
"1703",-1,-1,-1,1,-0.928052899951023
"1704",-1,1,-1,-1,-0.66421085702509
"1705",1,1,1,1,1.31227700258389
"1706",1,-1,-1,-1,-3.75395492110711
"1707",-1,-1,1,-1,1.39266326518946
"1708",1,1,-1,-1,1.53403273319285
"1709",-1,1,1,1,-0.983003261977802
"1710",1,1,-1,-1,0.34411554707206
"1711",-1,1,-1,-1,-3.5361767190435
"1712",1,-1,1,-1,-0.796975807921269
"1713",1,-1,1,-1,0.149960213742703
"1714",1,1,-1,-1,0.991734927327042
"1715",-1,1,-1,-1,-1.48722139633556
"1716",1,1,1,1,1.98662043413141
"1717",-1,1,1,1,-0.837849188246332
"1718",1,-1,1,-1,-1.5302430120791
"1719",1,-1,1,1,-0.748108496224838
"1720",1,-1,1,-1,-0.46695974163302
"1721",1,-1,1,-1,0.436430750906647
"1722",1,1,1,-1,2.28890632184386
"1723",-1,-1,1,1,1.31921982058378
"1724",1,1,1,1,1.55916918541189
"1725",1,1,1,-1,1.80418860071675
"1726",1,1,1,1,1.19423203493585
"1727",1,-1,1,1,1.23667667803305
"1728",-1,-1,1,-1,2.96119359752119
"1729",1,-1,1,1,1.23697635718274
"1730",-1,1,-1,1,-2.97603601889019
"1731",-1,1,1,-1,-0.886437751847404
"1732",-1,1,-1,1,-2.96180259589062
"1733",-1,1,-1,1,-1.86571470590254
"1734",1,1,1,-1,1.3001152986768
"1735",1,1,-1,1,-1.49833214521452
"1736",1,1,1,1,0.241253766028526
"1737",1,1,-1,-1,0.333913399524494
"1738",-1,-1,-1,-1,0.906438360763802
"1739",1,1,-1,-1,-2.48983572618333
"1740",1,1,-1,1,0.0607683392591192
"1741",1,-1,-1,1,-0.639509363205562
"1742",-1,1,1,1,0.199166591092052
"1743",1,1,1,-1,2.48734120036667
"1744",1,-1,1,1,-0.979512986336626
"1745",1,1,1,-1,2.60197196118515
"1746",1,-1,1,1,1.03545213486558
"1747",-1,-1,-1,-1,1.23597819176369
"1748",1,1,1,1,0.707268957478741
"1749",1,-1,-1,1,-1.08512761539366
"1750",-1,-1,-1,-1,-0.622201947041518
"1751",-1,-1,-1,1,-0.4352743972932
"1752",1,1,1,-1,1.1875813433825
"1753",-1,1,1,1,1.33302298740775
"1754",1,1,-1,1,-0.258438724177415
"1755",1,-1,1,-1,-0.336295205344282
"1756",-1,1,-1,-1,-2.38373398383087
"1757",-1,-1,1,-1,3.28964102737188
"1758",-1,-1,1,-1,1.15630978002836
"1759",1,-1,1,1,-0.330267477214932
"1760",1,-1,1,-1,0.106977938362333
"1761",-1,-1,-1,1,-0.854426101987033
"1762",1,1,-1,-1,1.30571079757704
"1763",-1,1,1,1,-1.10707880854577
"1764",1,-1,1,1,-1.37740193654771
"1765",1,1,-1,1,-0.633311051322752
"1766",1,-1,1,-1,-0.0426769590544226
"1767",1,1,1,-1,3.01576952210809
"1768",1,1,-1,1,-1.0759160425003
"1769",1,1,-1,1,-0.403711259295639
"1770",1,1,1,1,2.07678223069134
"1771",1,-1,-1,-1,-3.45876283763182
"1772",1,1,1,-1,1.02602574325498
"1773",-1,-1,1,-1,1.44123463588476
"1774",1,1,1,-1,0.196442060618289
"1775",1,1,-1,1,-0.303642556621757
"1776",1,1,-1,-1,1.75277519823762
"1777",1,1,1,1,2.0534791099291
"1778",-1,-1,-1,-1,2.33909774981901
"1779",-1,1,-1,-1,-1.84271384620627
"1780",1,1,-1,1,0.657474387267116
"1781",1,1,-1,1,-0.939295366497634
"1782",-1,-1,1,1,2.86099329246551
"1783",-1,-1,-1,1,-0.758933587064023
"1784",-1,1,1,1,1.80237489802754
"1785",-1,1,-1,1,-4.46935983707659
"1786",-1,-1,-1,-1,0.292932927040364
"1787",1,-1,1,1,0.281042583250159
"1788",1,-1,-1,1,-1.60592256480884
"1789",-1,1,1,1,0.925744219272062
"1790",-1,1,-1,-1,-1.13972562819248
"1791",1,1,1,-1,1.78020880607857
"1792",1,-1,-1,-1,-1.08623741036247
"1793",1,1,1,-1,2.81545522187703
"1794",1,1,-1,-1,0.29599184011938
"1795",1,-1,-1,-1,-1.62883676236381
"1796",-1,-1,1,1,1.26673083249379
"1797",-1,-1,1,1,2.43840084356565
"1798",-1,1,-1,-1,-3.18482529270846
"1799",1,-1,-1,-1,-2.23161740444544
"1800",-1,-1,1,1,2.17267193160238
"1801",1,-1,1,1,-0.773650773158938
"1802",-1,1,-1,1,-0.925812125152412
"1803",1,-1,1,-1,0.834651325057946
"1804",-1,1,1,1,0.469314797486805
"1805",1,-1,1,1,1.23063773313589
"1806",1,1,1,-1,3.50068630825893
"1807",1,-1,1,1,1.21804892687033
"1808",-1,-1,-1,1,1.05163158079147
"1809",1,-1,-1,-1,-1.31700516611451
"1810",1,1,-1,1,-0.423376807562928
"1811",-1,-1,1,-1,3.13937133756493
"1812",1,-1,1,-1,1.13534303550152
"1813",-1,1,-1,-1,-2.55334714268902
"1814",-1,-1,-1,-1,-0.963867639044471
"1815",1,1,1,1,2.63883243092599
"1816",-1,1,1,1,1.78047915909491
"1817",1,-1,1,-1,-0.517851072276307
"1818",1,1,1,-1,2.33397259610335
"1819",-1,1,1,-1,0.16986974514148
"1820",-1,1,-1,1,-1.83492835238017
"1821",1,1,1,1,1.49358181621252
"1822",-1,1,1,1,-1.19453513808509
"1823",-1,-1,1,1,2.48365423234761
"1824",1,1,1,1,0.457388054164434
"1825",-1,-1,-1,-1,-1.68455840462501
"1826",1,-1,1,1,0.572122718498237
"1827",-1,-1,1,-1,0.918858926801801
"1828",1,-1,1,1,-0.382182618748565
"1829",-1,-1,-1,-1,0.146211890106014
"1830",1,-1,1,-1,-0.510394084286326
"1831",-1,1,-1,1,-2.30525635934574
"1832",1,-1,1,1,0.61318522344002
"1833",1,1,-1,1,-0.737859072704885
"1834",-1,1,-1,1,-1.55535700287914
"1835",-1,1,-1,-1,-3.92268767347096
"1836",-1,1,-1,-1,-2.09681253778363
"1837",1,1,1,1,0.499455379074184
"1838",-1,-1,1,-1,2.35192428919763
"1839",1,1,1,1,2.19664402239673
"1840",1,-1,-1,1,-1.75314020269964
"1841",1,-1,1,1,-0.601151110058065
"1842",1,-1,1,1,0.125378013922988
"1843",1,-1,1,-1,1.09956448844292
"1844",-1,-1,-1,1,-0.351762718406315
"1845",1,-1,-1,-1,-2.44939522884218
"1846",-1,1,1,-1,0.231923338624787
"1847",1,1,1,1,2.78090110767244
"1848",-1,-1,1,1,2.57793175685045
"1849",1,1,1,-1,2.50318718922042
"1850",-1,-1,1,-1,0.853726756663821
"1851",-1,1,-1,1,-1.50586358680022
"1852",-1,-1,1,1,3.11195371194347
"1853",1,1,-1,1,0.0359071316487113
"1854",1,-1,1,-1,0.0471364334765474
"1855",1,-1,1,-1,-1.2405483460639
"1856",-1,-1,-1,-1,1.96921197142587
"1857",-1,1,-1,-1,-0.672847486283479
"1858",1,-1,-1,1,-0.82590561422981
"1859",1,1,-1,-1,0.190361391915299
"1860",-1,1,1,-1,1.17533052651885
"1861",-1,1,1,-1,0.641654809423023
"1862",1,-1,-1,-1,-2.13381809219564
"1863",-1,-1,-1,1,1.73118614519237
"1864",-1,1,1,1,0.631944072691263
"1865",1,1,1,-1,1.71480027638822
"1866",-1,1,-1,-1,-3.18503984532355
"1867",1,-1,1,-1,-2.26965340233382
"1868",-1,1,1,-1,1.36421482159995
"1869",-1,1,1,-1,-0.454810479073853
"1870",1,1,-1,-1,-0.928259472019432
"1871",1,1,1,-1,3.77934078096221
"1872",1,1,-1,1,0.194506073043798
"1873",-1,1,1,1,-1.64980370663202
"1874",-1,-1,-1,1,-1.03439243085322
"1875",1,-1,1,-1,-1.53697023826676
"1876",1,-1,1,1,-0.757152625388629
"1877",-1,1,-1,1,-1.78417187300515
"1878",-1,1,1,1,1.02437694430771
"1879",1,1,1,1,3.34260017109129
"1880",-1,-1,1,1,0.282045426542297
"1881",1,1,-1,-1,1.19131032030338
"1882",1,1,-1,-1,-0.943738227998048
"1883",-1,1,-1,-1,-2.59524287648069
"1884",-1,-1,-1,-1,0.248617862315034
"1885",1,1,-1,1,-0.165977982470307
"1886",-1,1,1,-1,-2.36599470534877
"1887",-1,1,-1,1,-1.24048998966316
"1888",1,1,-1,1,0.268171538539267
"1889",-1,1,1,-1,0.110246036284032
"1890",1,-1,1,1,1.47132544459846
"1891",1,1,-1,1,-1.09638440566853
"1892",-1,-1,1,-1,2.65736024808485
"1893",-1,-1,-1,1,-0.877710552967858
"1894",-1,-1,-1,-1,0.358416455861549
"1895",-1,1,-1,-1,-1.22491852104042
"1896",-1,1,1,1,1.85941702301471
"1897",1,1,1,-1,3.30679588024311
"1898",1,-1,1,1,-1.22785971489795
"1899",1,1,-1,1,-0.174619378247844
"1900",1,1,1,1,1.40388168117374
"1901",-1,-1,1,-1,1.30455705532574
"1902",1,1,1,1,2.64944877429985
"1903",-1,1,-1,-1,-1.03346160510607
"1904",-1,1,-1,1,-3.96940488022811
"1905",1,1,1,-1,2.84263275138534
"1906",1,1,1,1,3.00321601136386
"1907",-1,1,1,1,0.746815516559263
"1908",-1,1,1,-1,1.069055815077
"1909",-1,1,-1,1,-3.3038734932323
"1910",-1,-1,1,1,1.18893369363701
"1911",-1,1,1,1,1.02446858881823
"1912",1,1,-1,-1,-0.900500328600736
"1913",-1,-1,-1,1,0.729002410350544
"1914",1,-1,1,-1,-0.889779984092436
"1915",1,1,1,-1,2.24023007469411
"1916",-1,1,1,-1,0.98531595448019
"1917",-1,1,-1,-1,-2.47160000226062
"1918",-1,1,1,1,-1.82226851459466
"1919",1,-1,1,1,0.0387240674336487
"1920",1,1,1,1,1.94185750001251
"1921",1,1,-1,-1,-1.55545773743274
"1922",1,1,-1,1,-1.52372175576133
"1923",1,1,1,1,1.97807269983644
"1924",1,1,-1,-1,1.18081302724072
"1925",1,1,-1,1,-1.50289149474418
"1926",-1,1,-1,-1,-2.52663081423387
"1927",-1,-1,-1,1,-0.585182242969914
"1928",1,-1,1,1,-1.4440788776234
"1929",1,-1,-1,1,0.928768760425222
"1930",-1,1,-1,-1,-2.19056141824389
"1931",1,-1,-1,-1,-1.18799262759431
"1932",-1,1,-1,1,-1.13040981116235
"1933",-1,1,1,-1,0.0993805515777462
"1934",1,1,-1,-1,-0.282352432142121
"1935",-1,-1,1,1,3.10013383248893
"1936",1,1,1,-1,0.912503349217296
"1937",-1,-1,1,1,3.24263334940351
"1938",-1,-1,1,1,1.69831019812139
"1939",-1,-1,1,1,-0.0925346023935849
"1940",1,1,1,-1,1.17150162813549
"1941",1,1,1,1,2.58865865230443
"1942",1,-1,-1,-1,-1.71253410179702
"1943",1,-1,-1,-1,-1.4718888170641
"1944",1,-1,-1,1,-2.14813158779472
"1945",-1,-1,1,-1,3.93993316541418
"1946",-1,-1,1,1,3.42994773957626
"1947",-1,1,1,-1,-1.17829459827776
"1948",1,1,-1,-1,0.577039414644311
"1949",1,-1,-1,-1,-2.22137897749421
"1950",1,1,-1,1,-1.28997408865893
"1951",-1,1,1,1,-0.554705733669851
"1952",1,-1,-1,-1,-0.633068944855117
"1953",-1,-1,1,-1,0.926785305491389
"1954",1,1,-1,1,0.180021318795627
"1955",-1,1,1,1,-0.0721819567867316
"1956",-1,1,1,-1,0.00288756322306958
"1957",1,-1,-1,-1,-2.40591329207597
"1958",1,1,1,1,0.32375941269311
"1959",1,-1,1,1,0.596343724845142
"1960",-1,1,-1,1,-1.91911939929552
"1961",-1,1,1,-1,0.34062839397204
"1962",1,1,1,-1,3.49599554561359
"1963",-1,1,1,1,-0.853038554624829
"1964",1,-1,1,-1,0.772560849925064
"1965",1,-1,1,-1,0.13288192264121
"1966",-1,1,1,-1,0.704248104216592
"1967",-1,-1,-1,-1,0.730224749689984
"1968",1,-1,-1,1,-1.70859134837728
"1969",-1,-1,-1,1,-0.835372045440031
"1970",-1,-1,1,1,0.287723206587488
"1971",-1,-1,-1,-1,-0.595045340177643
"1972",1,1,-1,-1,-0.288003496530684
"1973",-1,1,-1,1,-3.19001051778603
"1974",1,1,-1,1,0.432709165743738
"1975",1,-1,-1,1,-1.88297821786954
"1976",-1,1,1,1,0.603081699172638
"1977",-1,1,1,1,-0.356488022036495
"1978",-1,1,1,1,-2.01055803868416
"1979",1,1,-1,-1,1.0484229812368
"1980",1,-1,1,1,0.0678288723599011
"1981",-1,-1,-1,1,0.765352745965062
"1982",-1,1,1,-1,0.382659551332968
"1983",1,-1,-1,-1,-0.45867656958799
"1984",1,1,-1,-1,-0.365652372491266
"1985",-1,1,-1,1,-1.16490655770017
"1986",1,-1,1,1,-0.385433510669702
"1987",-1,-1,1,1,2.37029054048122
"1988",1,1,1,-1,1.27539335141685
"1989",1,1,1,1,1.80989908807401
"1990",-1,-1,-1,-1,-1.28872844003487
"1991",-1,-1,-1,1,0.487989007207922
"1992",1,-1,-1,1,-1.94628946781676
"1993",1,1,1,-1,2.23355225739834
"1994",-1,1,1,-1,-0.768844549768799
"1995",-1,1,1,1,-1.47374071191713
"1996",-1,1,-1,-1,-2.56843796095961
"1997",1,1,1,1,1.9787170741716
"1998",-1,-1,-1,-1,0.362063431592961
"1999",1,-1,-1,-1,-0.505289521103133
"2000",-1,-1,-1,-1,-0.193401064227942
"2001",-1,-1,1,1,1.03223826952332
"2002",-1,1,1,1,1.31304354962718
"2003",-1,-1,-1,-1,0.5465820804748
"2004",1,-1,1,-1,-1.87637714527456
"2005",-1,1,1,-1,-0.751616106546956
"2006",1,1,-1,-1,0.668147576338283
"2007",-1,-1,-1,-1,0.742976899081068
"2008",-1,-1,1,1,0.946375244103785
"2009",-1,-1,-1,-1,1.68807554063133
"2010",-1,1,-1,-1,-2.08992744090869
"2011",-1,1,1,1,-1.33664020802878
"2012",-1,-1,1,1,1.17313699922089
"2013",-1,1,-1,1,-2.43034233582884
"2014",1,1,-1,-1,-0.291798435771568
"2015",-1,1,1,1,-1.43424713340715
"2016",-1,-1,-1,-1,0.167950247228076
"2017",1,-1,-1,1,-1.2254597128158
"2018",-1,1,1,1,0.373094460540102
"2019",-1,1,1,1,-0.956476845666455
"2020",-1,1,-1,-1,-3.07056076358154
"2021",1,1,1,-1,1.71174488110004
"2022",-1,-1,-1,1,0.705051803522618
"2023",-1,1,-1,-1,-2.12058167012338
"2024",-1,1,-1,1,-2.6999018811099
"2025",1,1,-1,1,-0.541979213527428
"2026",-1,-1,-1,-1,-0.892284599574193
"2027",-1,1,1,1,0.739840650728487
"2028",1,1,1,1,2.71287674360969
"2029",-1,-1,1,-1,2.55017083175747
"2030",-1,-1,1,-1,2.42123159174787
"2031",-1,1,-1,1,-2.42267048509181
"2032",-1,1,-1,-1,-0.338803546160336
"2033",1,1,1,-1,1.95344801044578
"2034",-1,1,1,-1,0.920397244351176
"2035",1,-1,-1,-1,-0.879042215405908
"2036",-1,-1,1,-1,2.07055557252389
"2037",-1,1,1,-1,-0.684303688413013
"2038",-1,1,1,-1,1.29019554206832
"2039",1,1,1,-1,2.13822587009635
"2040",-1,1,1,1,-1.30556789039554
"2041",-1,1,1,1,-0.399362192521633
"2042",1,1,-1,1,-0.549517158558613
"2043",1,1,1,1,1.45954831897999
"2044",-1,1,1,1,0.63757151322495
"2045",1,-1,-1,1,-0.162493926518291
"2046",-1,-1,1,-1,2.62584324028769
"2047",-1,1,1,1,-0.414485893338804
"2048",1,-1,-1,-1,0.51360689492655
"2049",-1,1,-1,1,-2.86014463421274
"2050",1,1,-1,1,-0.125679744930224
"2051",-1,1,1,-1,1.16582185892687
"2052",1,1,1,-1,3.76738601938281
"2053",1,1,1,-1,2.99019854926311
"2054",1,1,-1,1,-0.599274373129316
"2055",1,1,1,-1,2.43220388470129
"2056",-1,1,1,-1,-2.43590439358641
"2057",-1,-1,-1,-1,-1.68775818365526
"2058",1,-1,1,-1,0.334082347118419
"2059",1,1,1,1,1.8722004696317
"2060",-1,-1,-1,1,-0.382001060178405
"2061",-1,-1,1,-1,2.91146469277744
"2062",-1,-1,-1,1,-0.0335793886383354
"2063",1,-1,-1,1,-0.984967561418942
"2064",1,1,1,-1,1.63546217438863
"2065",-1,-1,-1,-1,-1.54194428176921
"2066",-1,-1,-1,-1,-0.233395359311107
"2067",1,-1,1,-1,1.36444069656591
"2068",-1,1,-1,1,-2.35176198264024
"2069",-1,-1,-1,-1,0.918143021765997
"2070",1,1,1,-1,2.55538065326921
"2071",-1,-1,1,1,2.79210674453552
"2072",-1,-1,-1,1,0.530400055252208
"2073",1,1,1,-1,1.40079240208491
"2074",1,1,-1,-1,0.215470681445212
"2075",1,1,-1,1,-0.338794104617708
"2076",-1,1,-1,1,-0.602028206986673
"2077",1,1,-1,-1,-1.30646433424256
"2078",-1,-1,-1,-1,-0.131285541633643
"2079",1,1,1,-1,0.810380448359179
"2080",-1,1,-1,-1,-0.704473858482524
"2081",-1,1,1,1,1.75642673272405
"2082",1,1,-1,-1,0.768470303083983
"2083",-1,1,-1,1,-0.576717248070575
"2084",1,-1,-1,1,-0.677339595694497
"2085",1,-1,1,-1,-1.13987947209
"2086",-1,-1,-1,1,0.495685994608233
"2087",1,1,1,1,0.745921214944811
"2088",1,1,1,1,1.52744283488691
"2089",-1,-1,-1,-1,-0.109849098925467
"2090",-1,1,-1,-1,-2.48214150914292
"2091",1,1,-1,-1,-0.715202735670041
"2092",-1,1,-1,-1,-2.46051365871599
"2093",1,1,1,1,3.25051433825767
"2094",-1,-1,1,-1,3.70580263789451
"2095",1,-1,-1,-1,-4.25230352777828
"2096",1,1,-1,1,1.36539900757317
"2097",-1,-1,1,1,0.846530995371512
"2098",-1,-1,1,-1,2.5448443203283
"2099",-1,1,1,1,-0.013388266212019
"2100",1,-1,1,1,0.331599016902826
"2101",-1,1,-1,-1,-1.29169715587506
"2102",1,-1,1,1,0.530468089025332
"2103",-1,1,-1,-1,-2.3678070856117
"2104",-1,-1,-1,1,-0.494063018699675
"2105",-1,1,-1,1,-2.68201371646654
"2106",-1,-1,1,1,-0.35996171690507
"2107",1,-1,-1,-1,-2.55394350172129
"2108",-1,-1,1,1,2.21851435624857
"2109",-1,1,1,-1,-0.515171678487884
"2110",-1,-1,-1,-1,1.58272917852746
"2111",1,1,1,1,3.44139304825826
"2112",-1,1,-1,1,-2.70106436079972
"2113",1,-1,1,1,0.359612963051155
"2114",-1,-1,-1,-1,0.554030826716594
"2115",-1,-1,-1,1,0.889589378915853
"2116",1,1,1,-1,1.13415047539529
"2117",-1,-1,1,-1,1.34583043035639
"2118",1,1,-1,1,2.69045360391091
"2119",-1,-1,-1,-1,0.868664844388337
"2120",-1,-1,1,-1,2.84387546949701
"2121",-1,-1,1,1,3.21063985012151
"2122",-1,1,1,-1,-0.778237857910086
"2123",1,1,1,-1,1.19329884601056
"2124",1,1,-1,-1,-1.41775740472003
"2125",-1,-1,1,-1,0.817812860856931
"2126",1,1,-1,1,-0.718568719775413
"2127",1,-1,1,-1,-0.5418477033942
"2128",-1,1,1,-1,-1.28457857932776
"2129",-1,1,-1,-1,-2.36763269200045
"2130",1,-1,-1,1,-1.67041067476448
"2131",1,-1,-1,1,-1.77566665704406
"2132",-1,1,-1,1,-1.80755338256135
"2133",-1,1,1,-1,2.21981733759711
"2134",1,-1,1,-1,-0.693398820462856
"2135",-1,1,1,1,0.683015375441996
"2136",1,-1,1,-1,-0.135866414631175
"2137",1,1,1,-1,0.0622237151400686
"2138",-1,1,-1,1,-2.82827544969531
"2139",-1,1,-1,1,-2.23980503919264
"2140",1,-1,1,1,-2.38964143633827
"2141",-1,1,-1,-1,-2.37113445663079
"2142",1,-1,1,1,-0.979393924757702
"2143",-1,-1,-1,-1,-0.29643480399667
"2144",-1,-1,1,1,2.18087856986335
"2145",-1,1,-1,-1,-1.7245606714858
"2146",1,-1,1,1,-0.0299974726603993
"2147",-1,-1,1,-1,-0.514046931155711
"2148",1,-1,1,1,-1.13707145813517
"2149",1,1,1,1,2.65421351100928
"2150",1,1,1,1,1.73919784627824
"2151",-1,1,-1,-1,-0.72816345189634
"2152",1,-1,-1,-1,-1.6809603402675
"2153",1,-1,-1,-1,-1.8670210814147
"2154",-1,1,-1,1,-0.299304724952608
"2155",1,-1,1,1,-0.648158253073431
"2156",1,-1,-1,1,-1.82142020045849
"2157",-1,1,1,1,0.645987190425968
"2158",1,-1,1,1,-1.20420596000517
"2159",1,1,1,1,4.45020577828913
"2160",1,1,1,-1,1.61282208740224
"2161",-1,1,1,-1,-0.0128869965061389
"2162",-1,1,1,-1,-1.16176673671187
"2163",-1,-1,-1,-1,0.497438237640779
"2164",1,1,1,-1,0.470585109161095
"2165",1,-1,-1,1,-2.43250358941896
"2166",1,-1,1,-1,-2.4796532919346
"2167",1,-1,-1,-1,-2.22029103569
"2168",-1,-1,-1,1,-0.775854779900058
"2169",1,1,-1,-1,-0.00491872669729842
"2170",-1,-1,1,1,2.50038501401166
"2171",1,1,1,-1,1.43371103790462
"2172",-1,1,-1,-1,-2.634592116242
"2173",1,-1,-1,1,-0.948028900974914
"2174",1,-1,-1,-1,-2.20807152533974
"2175",1,1,1,1,2.47616086459581
"2176",1,1,-1,-1,-1.13289599141186
"2177",1,1,1,-1,1.59598644779766
"2178",-1,1,1,1,1.06404340019229
"2179",1,-1,1,1,-0.239417942624062
"2180",1,-1,1,1,-1.70989178587225
"2181",-1,1,1,-1,-0.552495932312116
"2182",-1,-1,1,1,1.65240349562787
"2183",-1,-1,1,1,1.26837961664421
"2184",-1,1,-1,-1,-1.10131012845501
"2185",-1,-1,1,-1,2.79757017147061
"2186",1,-1,-1,1,-1.28934234119818
"2187",1,-1,-1,-1,-5.11493027287319
"2188",-1,1,-1,-1,-2.4555025186975
"2189",1,1,-1,1,0.087785547129531
"2190",-1,1,1,-1,0.664739210780809
"2191",1,-1,1,1,-1.91401049822382
"2192",-1,-1,1,-1,1.69213829603047
"2193",1,-1,-1,1,-2.11137924833092
"2194",1,1,-1,-1,-1.32909039602557
"2195",-1,1,-1,-1,-1.69076709682845
"2196",-1,1,1,1,0.201742490395
"2197",-1,1,1,-1,1.80414509983397
"2198",-1,1,-1,-1,-2.44296773385458
"2199",1,-1,1,-1,1.0748317084925
"2200",1,-1,-1,-1,-2.957692265236
"2201",-1,-1,1,-1,1.14054439754263
"2202",1,-1,1,1,-0.493096209456361
"2203",-1,1,1,1,1.39707268915994
"2204",-1,1,-1,1,-1.07929047387248
"2205",-1,1,1,1,-0.523005794134922
"2206",1,1,1,1,0.538865367686368
"2207",-1,-1,1,-1,2.27168824483476
"2208",-1,1,1,1,0.459955770992201
"2209",1,-1,1,1,0.466342574167083
"2210",1,1,-1,1,-1.2746311606289
"2211",1,-1,1,-1,1.15807195545698
"2212",-1,-1,-1,-1,1.21017700162594
"2213",-1,1,-1,-1,-2.82437645148793
"2214",-1,-1,-1,1,0.530582905008757
"2215",1,-1,-1,1,-1.28347423312595
"2216",-1,-1,-1,-1,0.563006314869536
"2217",-1,-1,1,-1,2.51004827116415
"2218",1,-1,-1,1,-3.09588023656789
"2219",1,-1,1,-1,0.0485464595849595
"2220",1,-1,-1,1,-1.84649721072486
"2221",-1,1,-1,-1,-3.07095859926386
"2222",1,1,1,1,0.781244375662988
"2223",1,1,1,1,1.61878592934714
"2224",-1,1,1,-1,1.64120351453021
"2225",-1,1,1,-1,-1.36603259161016
"2226",-1,-1,-1,-1,0.257003732312357
"2227",-1,-1,1,-1,1.56634553421505
"2228",1,1,1,1,1.73137236172982
"2229",-1,1,-1,1,-0.803767970029981
"2230",-1,1,-1,1,-2.06494762926055
"2231",1,1,-1,1,-1.13844667757223
"2232",-1,-1,-1,1,0.173094363456853
"2233",1,-1,1,1,-1.51640084404851
"2234",-1,1,-1,1,-2.13540084482139
"2235",1,-1,-1,-1,0.280648337214242
"2236",1,1,-1,1,1.34963897431928
"2237",1,-1,1,1,2.04786522078962
"2238",-1,-1,-1,1,0.642938595670475
"2239",-1,-1,-1,-1,-0.127415315662012
"2240",1,1,1,1,1.8167341073134
"2241",1,-1,-1,-1,-3.73208598242749
"2242",-1,1,1,-1,-0.184429531452004
"2243",1,-1,1,-1,2.32784405150564
"2244",1,1,-1,-1,-0.407716176238829
"2245",1,-1,1,1,0.567055567163487
"2246",-1,-1,-1,-1,-0.681749431731887
"2247",1,-1,1,-1,1.38667263710574
"2248",1,1,1,1,2.97091888191366
"2249",1,-1,-1,1,-2.44801690364847
"2250",-1,-1,-1,-1,0.336002271440155
"2251",-1,-1,1,1,1.72153687785636
"2252",-1,1,1,-1,0.576469118989352
"2253",1,-1,-1,-1,-1.83496888066559
"2254",-1,-1,1,1,2.78144703753361
"2255",-1,1,1,1,-0.115218241770075
"2256",1,1,1,1,1.41144309504305
"2257",1,-1,-1,1,-2.59064832805455
"2258",-1,1,1,-1,-1.09934756138244
"2259",1,-1,1,1,1.27682529433993
"2260",1,-1,-1,-1,-2.9630303476398
"2261",-1,-1,1,-1,4.01695749425808
"2262",-1,-1,-1,-1,-0.69771089931485
"2263",-1,-1,1,-1,0.901702771451098
"2264",-1,-1,-1,1,1.49987084684467
"2265",1,1,-1,-1,0.47300410866504
"2266",1,-1,1,1,-0.870366869438214
"2267",1,1,-1,-1,0.164828832605105
"2268",-1,-1,-1,1,-0.297768141632182
"2269",-1,1,-1,-1,-1.43446774623544
"2270",1,-1,-1,1,-2.84082139489022
"2271",-1,-1,-1,1,-1.49340834939011
"2272",-1,1,1,-1,-1.4351253436719
"2273",-1,1,1,1,-0.396376098755958
"2274",1,-1,1,-1,-0.603848443161698
"2275",-1,-1,1,1,0.501092964929405
"2276",1,-1,-1,1,-3.01592777611749
"2277",-1,1,-1,-1,-1.82201332646446
"2278",1,-1,1,1,-0.325515793991258
"2279",1,1,-1,-1,0.171804984960129
"2280",1,1,1,-1,2.79624257855137
"2281",-1,-1,1,1,1.36500198129579
"2282",-1,1,-1,1,-1.11574387199595
"2283",1,1,1,1,2.80866797346064
"2284",1,1,1,-1,1.1140997210495
"2285",1,1,-1,-1,-0.839167508267491
"2286",1,1,1,-1,2.35964958786645
"2287",-1,-1,1,-1,4.75358567690149
"2288",-1,-1,1,-1,1.12840836225024
"2289",-1,1,1,1,0.650781438816405
"2290",1,-1,-1,1,-1.42737055742158
"2291",-1,1,-1,-1,-1.28084467169279
"2292",1,-1,1,1,-1.00813999938773
"2293",-1,1,1,1,0.509388068457878
"2294",1,1,1,-1,2.74434438400308
"2295",-1,1,-1,1,-2.33935989539684
"2296",1,-1,-1,1,-1.55599328597593
"2297",1,1,1,1,1.9083356544929
"2298",-1,-1,-1,-1,-0.237887464286492
"2299",-1,1,1,-1,-1.2708651763514
"2300",1,1,1,-1,2.40453592968311
